read,domain,e-value
M00595:42:000000000-A5J1T:1:1103:20445:18854;sample=PMRS0236.MID19-19.P2.apr13;size=1;,DBLa0.11,2.5e-57
M00595:42:000000000-A5J1T:1:1105:23414:20102;sample=PMRS0484.MID32-32.P2.apr13;size=3;,DBLa0.17,8e-53
M00595:42:000000000-A5J1T:1:2108:28370:9678;sample=PMRS0050.MID04-04.P2.apr13;size=1;,DBLa0.1,2.2e-58
M00595:42:000000000-A5J1T:1:1107:5856:16106;sample=PMRS0430.MID29-29.P1.apr13;size=1;,DBLa0.5,2e-47
M00595:42:000000000-A5J1T:1:1119:20046:7348;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.3,1.4e-44
M00595:42:000000000-A5J1T:1:1107:9646:7189;sample=PMRS0258.MID20-22.P1.apr13;size=1;,DBLa0.1,3.9e-52
M00595:42:000000000-A5J1T:1:1107:10543:10365;sample=PMRS0433.MID29-30.P1.apr13;size=1;,DBLa0.11,1.9e-56
M00595:42:000000000-A5J1T:1:1118:18149:15876;sample=PMRS0357.MID25-25.P1.apr13;size=1;,DBLa0.11,6.4e-53
M00595:42:000000000-A5J1T:1:1111:10584:20423;sample=PMRS0354.MID24-26.P2.apr13;size=2;,DBLa0.1,9.4e-58
M00595:42:000000000-A5J1T:1:2115:17370:6386;sample=PMRS0377.MID25-26.P2.apr13;size=1;,DBLa0.8,5.8e-51
M00595:42:000000000-A5J1T:1:1115:6021:11992;sample=PMRS0430.MID29-29.P1.apr13;size=1;,DBLa0.8,4.2e-54
M00595:42:000000000-A5J1T:1:1107:25250:20654;sample=PMRS0386.MID26-26.P2.apr13;size=1;,DBLa0.1,9.2e-58
M00595:42:000000000-A5J1T:1:1114:23001:14124;sample=PMRS0344.MID24-24.P1.apr13;size=1;,DBLa1.4,2.9e-50
M00595:42:000000000-A5J1T:1:1112:20376:10934;sample=PMRS0377.MID25-26.P2.apr13;size=1;,DBLa2,8.3e-51
M00595:42:000000000-A5J1T:1:1104:7063:10560;sample=PMRS0497.MID33-33.P2.apr13;size=2;,DBLa2,5.9e-54
M00595:42:000000000-A5J1T:1:2118:14851:20993;sample=PMRS0169.MID14-14.P2.apr13;size=2;,DBLa0.8,3.1e-50
M00595:42:000000000-A5J1T:1:1107:23448:20391;sample=PMRS0254.MID20-21.P1.apr13;size=3;,DBLa0.3,4.3e-46
M00595:42:000000000-A5J1T:1:1107:24134:10158;sample=PMRS0384.MID26-26.P1.apr13;size=1;,DBLa2,8.9e-56
M00595:42:000000000-A5J1T:1:2110:17134:22533;sample=PMRS0427.MID28-30.P1.apr13;size=1;,DBLa0.1,1.4e-58
M00595:42:000000000-A5J1T:1:2118:19394:13425;sample=PMRS0444.MID30-30.P2.apr13;size=1;,DBLa2,3e-47
M00595:42:000000000-A5J1T:1:1116:14124:3189;sample=PMRS0541.MID34-36.P2.apr13;size=2;,DBLa1.2,2.4e-49
M00595:42:000000000-A5J1T:1:1111:24885:13365;sample=PMRS0092.MID07-07.P1.apr13;size=1;,DBLa0.17,2.5e-53
M00595:42:000000000-A5J1T:1:2117:12418:3794;sample=PMRS0065.MID04-06.P2.apr13;size=1;,DBLa0.5,1.5e-58
M00595:42:000000000-A5J1T:1:2109:16865:8358;sample=PMRS0258.MID20-22.P1.apr13;size=2;,DBLa0.1,3.9e-56
M00595:42:000000000-A5J1T:1:2101:25749:19935;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.8,6.6e-52
M00595:42:000000000-A5J1T:1:2106:22962:10880;sample=PMRS0264.MID21-21.P1.apr13;size=2;,DBLa0.11,2.1e-57
M00595:42:000000000-A5J1T:1:1110:14748:12129;sample=PMRS0377.MID25-26.P2.apr13;size=3;,DBLa1.8,3.6e-55
M00595:42:000000000-A5J1T:1:2109:13276:7503;sample=PMRS0148.MID11-14.P2.apr13;size=1;,DBLa0.24,2.6e-46
M00595:42:000000000-A5J1T:1:1119:26019:14230;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.1,3e-60
M00595:42:000000000-A5J1T:1:2104:10996:13410;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa2,3.3e-50
M00595:42:000000000-A5J1T:1:1108:22807:11378;sample=PMRS0403.MID27-27.P2.apr13;size=2;,DBLa2,1.8e-49
M00595:42:000000000-A5J1T:1:2111:16498:21685;sample=PMRS0135.MID10-13.P1.apr13;size=1;,DBLa0.1,3.2e-52
M00595:42:000000000-A5J1T:1:2111:22215:15162;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.5,1.2e-57
M00595:42:000000000-A5J1T:1:2116:11264:23085;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.17,4.9e-47
M00595:42:000000000-A5J1T:1:2110:7957:16789;sample=PMRS0503.MID33-34.P2.apr13;size=1;,DBLa0.14,3.5e-48
M00595:42:000000000-A5J1T:1:1118:21618:15369;sample=PMRS0065.MID04-06.P2.apr13;size=1;,DBLa0.1,1.3e-55
M00595:42:000000000-A5J1T:1:2118:12282:15945;sample=PMRS0484.MID32-32.P2.apr13;size=1;,DBLa0.24,4.3e-46
M00595:42:000000000-A5J1T:1:1118:24436:15124;sample=PMRS0181.MID15-15.P1.apr13;size=1;,DBLa0.22,4.4e-55
M00595:42:000000000-A5J1T:1:2110:20396:4497;sample=PMRS0430.MID29-29.P1.apr13;size=1;,DBLa0.11,2.9e-56
M00595:42:000000000-A5J1T:1:2107:18016:20875;sample=PMRS0486.MID32-33.P2.apr13;size=2;,DBLa0.8,1.3e-52
M00595:42:000000000-A5J1T:1:1118:13200:18283;sample=PMRS0386.MID26-26.P2.apr13;size=1;,DBLa0.8,1e-53
M00595:42:000000000-A5J1T:1:1108:10776:9958;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.8,9e-55
M00595:42:000000000-A5J1T:1:1114:18820:10260;sample=PMRS0379.MID25-27.P2.apr13;size=1;,DBLa0.11,1e-54
M00595:42:000000000-A5J1T:1:1105:13781:6564;sample=PMRS0347.MID24-25.P2.apr13;size=2;,DBLa1.4,1.1e-43
M00595:42:000000000-A5J1T:1:2110:12470:11980;sample=PMRS0239.MID19-20.P2.apr13;size=2;,DBLa0.5,1.6e-48
M00595:42:000000000-A5J1T:1:1111:22376:17089;sample=PMRS0100.MID07-08.P2.apr13;size=1;,DBLa0.11,2e-55
M00595:42:000000000-A5J1T:1:2106:26984:14409;sample=PMRS0267.MID21-21.P2.apr13;size=4;,DBLa0.4,1.5e-47
M00595:42:000000000-A5J1T:1:1111:9445:16609;sample=PMRS0476.MID31-33.P2.apr13;size=1;,DBLa0.3,9.8e-44
M00595:42:000000000-A5J1T:1:1104:19850:16040;sample=PMRS0258.MID20-22.P1.apr13;size=1;,DBLa0.5,4.2e-49
M00595:42:000000000-A5J1T:1:1115:24783:10936;sample=PMRS0079.MID05-07.P2.apr13;size=1;,DBLa0.6,2.2e-43
M00595:42:000000000-A5J1T:1:2119:13424:17535;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.9,5.4e-56
M00595:42:000000000-A5J1T:1:2118:14130:11191;sample=PMRS0541.MID34-36.P2.apr13;size=1;,DBLa0.9,2.7e-52
M00595:42:000000000-A5J1T:1:1108:10265:13848;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa0.16,1.1e-54
M00595:42:000000000-A5J1T:1:1110:11237:15612;sample=PMRS0480.MID32-32.P1.apr13;size=2;,DBLa0.21,2.4e-58
M00595:42:000000000-A5J1T:1:2118:17058:18841;sample=PMRS0497.MID33-33.P2.apr13;size=1;,DBLa0.3,1.4e-53
M00595:42:000000000-A5J1T:1:2110:6784:16479;sample=PMRS0222.MID18-18.P1.apr13;size=2;,DBLa1.4,3.9e-51
M00595:42:000000000-A5J1T:1:2108:21238:18002;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.5,1.2e-57
M00595:42:000000000-A5J1T:1:1116:8169:15402;sample=PMRS0347.MID24-25.P2.apr13;size=2;,DBLa0.4,6.3e-51
M00595:42:000000000-A5J1T:1:1112:17598:11923;sample=PMRS0555.MID35-37.P1.apr13;size=1;,DBLa0.15,1.8e-54
M00595:42:000000000-A5J1T:1:1115:5951:14926;sample=PMRS0457.MID31-31.P1.apr13;size=2;,DBLa0.18,1.8e-54
M00595:42:000000000-A5J1T:1:1118:21318:14336;sample=PMRS0051.MID04-05.P1.apr13;size=1;,DBLa0.4,1.4e-51
M00595:42:000000000-A5J1T:1:1116:14789:7747;sample=PMRS0307.MID23-24.P1.apr13;size=1;,DBLa0.5,8.7e-57
M00595:42:000000000-A5J1T:1:2109:18274:22854;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.12,1.6e-54
M00595:42:000000000-A5J1T:1:1109:18999:14423;sample=PMRS0279.MID21-22.P2.apr13;size=1;,DBLa0.5,1.2e-41
M00595:42:000000000-A5J1T:1:1110:5775:16961;sample=PMRS0395.MID27-27.P1.apr13;size=1;,DBLa0.1,2.2e-54
M00595:42:000000000-A5J1T:1:2112:8197:11177;sample=PMRS0050.MID04-04.P2.apr13;size=1;,DBLa0.19,1.4e-57
M00595:42:000000000-A5J1T:1:2116:24032:7142;sample=PMRS0318.MID23-24.P2.apr13;size=1;,DBLa0.23,4e-46
M00595:42:000000000-A5J1T:1:1102:15922:14316;sample=PMRS0379.MID25-27.P2.apr13;size=2;,DBLa0.5,8.4e-60
M00595:42:000000000-A5J1T:1:2105:16982:15960;sample=PMRS0354.MID24-26.P2.apr13;size=5;,DBLa1.8,1.3e-51
M00595:42:000000000-A5J1T:1:2109:21515:12906;sample=PMRS0377.MID25-26.P2.apr13;size=1;,DBLa0.11,1.1e-54
M00595:42:000000000-A5J1T:1:2118:13512:10044;sample=PMRS0486.MID32-33.P2.apr13;size=1;,DBLa0.13,5.9e-58
M00595:42:000000000-A5J1T:1:2106:21841:14570;sample=PMRS0062.MID04-05.P2.apr13;size=1;,DBLa0.5,1.2e-58
M00595:42:000000000-A5J1T:1:2114:16541:10933;sample=PMRS0045.MID03-05.P2.apr13;size=1;,DBLa0.17,4.5e-52
M00595:42:000000000-A5J1T:1:2119:13700:8329;sample=PMRS0206.MID16-18.P2.apr13;size=1;,DBLa0.4,2.8e-55
M00595:42:000000000-A5J1T:1:2109:21453:5753;sample=PMRS0183.MID15-16.P1.apr13;size=1;,DBLa0.18,4.6e-46
M00595:42:000000000-A5J1T:1:2103:23780:10254;sample=PMRS0378.MID25-27.P1.apr13;size=1;,DBLa0.18,1.2e-50
M00595:42:000000000-A5J1T:1:2104:9219:15249;sample=PMRS0081.MID06-06.P2.apr13;size=1;,DBLa0.15,3.1e-56
M00595:42:000000000-A5J1T:1:2104:13982:11887;sample=PMRS0081.MID06-06.P2.apr13;size=1;,DBLa0.24,3.8e-55
M00595:42:000000000-A5J1T:1:2111:15678:11281;sample=PMRS0129.MID10-11.P1.apr13;size=1;,DBLa0.12,2.3e-55
M00595:42:000000000-A5J1T:1:2106:27326:8312;sample=PMRS0181.MID15-15.P1.apr13;size=1;,DBLa0.5,3e-53
M00595:42:000000000-A5J1T:1:2104:26179:11253;sample=PMRS0163.MID13-15.P1.apr13;size=3;,DBLa0.10,4.5e-53
M00595:42:000000000-A5J1T:1:2113:18218:15597;sample=PMRS0488.MID32-34.P1.apr13;size=1;,DBLa0.13,1.2e-45
M00595:42:000000000-A5J1T:1:1101:19754:12477;sample=PMRS0393.MID26-28.P1.apr13;size=3;,DBLa0.1,4.7e-60
M00595:42:000000000-A5J1T:1:2106:6304:16563;sample=PMRS0457.MID31-31.P1.apr13;size=1;,DBLa0.5,3.3e-56
M00595:42:000000000-A5J1T:1:2117:16970:17778;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa0.15,2.1e-57
M00595:42:000000000-A5J1T:1:2106:24191:11037;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.8,3.8e-53
M00595:42:000000000-A5J1T:1:2112:17167:13886;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.3,2.9e-53
M00595:42:000000000-A5J1T:1:1113:14921:9090;sample=PMRS0191.MID15-18.P1.apr13;size=1;,DBLa0.14,2.9e-58
M00595:42:000000000-A5J1T:1:1117:14789:14549;sample=PMRS0427.MID28-30.P1.apr13;size=1;,DBLa0.8,9.9e-49
M00595:42:000000000-A5J1T:1:2108:9249:10445;sample=PMRS0486.MID32-33.P2.apr13;size=1;,DBLa0.11,1.3e-50
M00595:42:000000000-A5J1T:1:1113:10668:11557;sample=PMRS0377.MID25-26.P2.apr13;size=1;,DBLa0.19,2.3e-58
M00595:42:000000000-A5J1T:1:1118:23387:20419;sample=PMRS0108.MID08-08.P2.apr13;size=1;,DBLa0.12,3.1e-55
M00595:42:000000000-A5J1T:1:1108:14368:2778;sample=PMRS0412.MID27-29.P2.apr13;size=1;,DBLa0.7,2.9e-45
M00595:42:000000000-A5J1T:1:1117:26000:15483;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.19,1.5e-51
M00595:42:000000000-A5J1T:1:2105:21362:11308;sample=PMRS0222.MID18-18.P1.apr13;size=1;,DBLa0.16,2.7e-52
M00595:42:000000000-A5J1T:1:1107:18457:14029;sample=PMRS0279.MID21-22.P2.apr13;size=1;,DBLa0.12,6.4e-54
M00595:42:000000000-A5J1T:1:2105:22450:9332;sample=PMRS0004.MID01-02.P2.apr13;size=1;,DBLa0.24,7.4e-46
M00595:42:000000000-A5J1T:1:1118:17519:19022;sample=PMRS0301.MID22-24.P1.apr13;size=1;,DBLa0.22,3.8e-57
M00595:42:000000000-A5J1T:1:2114:6243:8247;sample=PMRS0148.MID11-14.P2.apr13;size=1;,DBLa0.8,5.6e-52
M00595:42:000000000-A5J1T:1:2106:14154:6190;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.1,6.8e-56
M00595:42:000000000-A5J1T:1:1115:22253:12785;sample=PMRS0279.MID21-22.P2.apr13;size=3;,DBLa0.1,1.4e-58
M00595:42:000000000-A5J1T:1:1117:19881:10494;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.11,9.2e-59
M00595:42:000000000-A5J1T:1:2101:21403:8685;sample=PMRS0223.MID18-18.P2.apr13;size=2;,DBLa0.5,3e-58
M00595:42:000000000-A5J1T:1:1112:17424:13249;sample=PMRS0480.MID32-32.P1.apr13;size=1;,DBLa0.11,3.6e-58
M00595:42:000000000-A5J1T:1:2103:16904:11170;sample=PMRS0004.MID01-02.P2.apr13;size=1;,DBLa0.11,1.1e-57
M00595:42:000000000-A5J1T:1:2105:10762:15642;sample=PMRS0258.MID20-22.P1.apr13;size=2;,DBLa0.21,6.4e-55
M00595:42:000000000-A5J1T:1:1106:17074:13230;sample=PMRS0098.MID07-08.P1.apr13;size=1;,DBLa0.11,8.4e-53
M00595:42:000000000-A5J1T:1:1105:17803:19918;sample=PMRS0379.MID25-27.P2.apr13;size=1;,DBLa0.8,3e-53
M00595:42:000000000-A5J1T:1:2105:25062:10513;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.9,2e-52
M00595:42:000000000-A5J1T:1:1108:21222:7325;sample=PMRS0183.MID15-16.P1.apr13;size=1;,DBLa0.14,6e-62
M00595:42:000000000-A5J1T:1:2111:10643:22919;sample=PMRS0469.MID31-32.P1.apr13;size=1;,DBLa0.11,3.2e-58
M00595:42:000000000-A5J1T:1:1111:12440:3383;sample=PMRS0301.MID22-24.P1.apr13;size=8;,DBLa1.5,5.8e-50
M00595:42:000000000-A5J1T:1:2111:14501:20971;sample=PMRS0034.MID03-03.P2.apr13;size=1;,DBLa0.11,1.7e-56
M00595:42:000000000-A5J1T:1:2108:22718:8789;sample=PMRS0184.MID15-16.P2.apr13;size=1;,DBLa0.8,3.5e-55
M00595:42:000000000-A5J1T:1:2115:17688:22702;sample=PMRS0345.MID24-24.P2.apr13;size=1;,DBLa0.11,9e-51
M00595:42:000000000-A5J1T:1:1107:8245:19630;sample=PMRS0506.MID33-35.P2.apr13;size=7;,DBLa0.11,2.6e-63
M00595:42:000000000-A5J1T:1:1119:11078:1866;sample=PMRS0018.MID02-03.P2.apr13;size=1;,DBLa0.1,4e-54
M00595:42:000000000-A5J1T:1:1108:18218:21864;sample=PMRS0079.MID05-07.P2.apr13;size=2;,DBLa1.8,1.9e-58
M00595:42:000000000-A5J1T:1:1109:10265:5016;sample=PMRS0279.MID21-22.P2.apr13;size=3;,DBLa0.21,1.7e-52
M00595:42:000000000-A5J1T:1:2104:15866:8910;sample=PMRS0386.MID26-26.P2.apr13;size=4;,DBLa0.19,2.1e-55
M00595:42:000000000-A5J1T:1:2118:23715:6254;sample=PMRS0430.MID29-29.P1.apr13;size=1;,DBLa0.1,3.5e-59
M00595:42:000000000-A5J1T:1:1105:17230:23087;sample=PMRS0191.MID15-18.P1.apr13;size=1;,DBLa0.5,5e-56
M00595:42:000000000-A5J1T:1:2113:21366:15743;sample=PMRS0108.MID08-08.P2.apr13;size=1;,DBLa0.1,3.6e-57
M00595:42:000000000-A5J1T:1:1115:13930:11488;sample=PMRS0484.MID32-32.P2.apr13;size=2;,DBLa0.9,3.6e-51
M00595:42:000000000-A5J1T:1:1118:20315:22004;sample=PMRS0077.MID05-07.P1.apr13;size=1;,DBLa0.5,3.4e-54
M00595:42:000000000-A5J1T:1:1101:8339:5835;sample=PMRS0442.MID30-30.P1.apr13;size=1;,DBLa0.5,3.9e-58
M00595:42:000000000-A5J1T:1:2108:16834:2762;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.7,8.1e-49
M00595:42:000000000-A5J1T:1:1107:4403:14413;sample=PMRS0345.MID24-24.P2.apr13;size=2;,DBLa0.9,4.1e-55
M00595:42:000000000-A5J1T:1:1103:9951:8674;sample=PMRS0440.MID29-31.P2.apr13;size=1;,DBLa0.8,6.2e-56
M00595:42:000000000-A5J1T:1:2111:17329:19486;sample=PMRS0412.MID27-29.P2.apr13;size=1;,DBLa0.1,3.3e-56
M00595:42:000000000-A5J1T:1:2110:21706:4826;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.1,1e-55
M00595:42:000000000-A5J1T:1:1116:10041:7354;sample=PMRS0442.MID30-30.P1.apr13;size=2;,DBLa2,2.5e-52
M00595:42:000000000-A5J1T:1:1114:6400:15619;sample=PMRS0546.MID35-35.P2.apr13;size=1;,DBLa0.23,5.9e-50
M00595:42:000000000-A5J1T:1:1106:23529:7019;sample=PMRS0386.MID26-26.P2.apr13;size=1;,DBLa0.11,4.4e-47
M00595:42:000000000-A5J1T:1:1115:6013:8781;sample=PMRS0389.MID26-27.P1.apr13;size=4;,DBLa0.8,2.5e-50
M00595:42:000000000-A5J1T:1:1112:18653:8119;sample=PMRS0098.MID07-08.P1.apr13;size=1;,DBLa0.8,3e-56
M00595:42:000000000-A5J1T:1:1102:10074:11540;sample=PMRS0223.MID18-18.P2.apr13;size=1;,DBLa0.22,4.4e-51
M00595:42:000000000-A5J1T:1:2109:9089:16921;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.5,7.3e-57
M00595:42:000000000-A5J1T:1:1116:9055:16641;sample=PMRS0293.MID22-22.P2.apr13;size=1;,DBLa0.1,9.9e-52
M00595:42:000000000-A5J1T:1:1118:20194:13068;sample=PMRS0050.MID04-04.P2.apr13;size=2;,DBLa0.13,2.3e-45
M00595:42:000000000-A5J1T:1:2109:7203:6490;sample=PMRS0194.MID16-16.P2.apr13;size=2;,DBLa0.1,3.7e-56
M00595:42:000000000-A5J1T:1:1116:10226:10722;sample=PMRS0206.MID16-18.P2.apr13;size=1;,DBLa0.11,2.8e-55
M00595:42:000000000-A5J1T:1:2111:5019:14500;sample=PMRS0100.MID07-08.P2.apr13;size=2;,DBLa0.3,1.1e-46
M00595:42:000000000-A5J1T:1:1119:12662:15057;sample=PMRS0207.MID16-19.P1.apr13;size=1;,DBLa0.23,9.9e-48
M00595:42:000000000-A5J1T:1:1102:12436:20691;sample=PMRS0389.MID26-27.P1.apr13;size=2;,DBLa0.9,1.8e-55
M00595:42:000000000-A5J1T:1:2104:20748:20465;sample=PMRS0150.MID13-13.P1.apr13;size=1;,DBLa0.19,1.6e-55
M00595:42:000000000-A5J1T:1:1103:14164:14482;sample=PMRS0064.MID04-06.P1.apr13;size=1;,DBLa0.1,1.6e-59
M00595:42:000000000-A5J1T:1:2115:21191:15715;sample=PMRS0002.MID01-01.P1.apr13;size=1;,DBLa2,7.4e-47
M00595:42:000000000-A5J1T:1:1115:12581:10749;sample=PMRS0191.MID15-18.P1.apr13;size=1;,DBLa1.7,2.4e-47
M00595:42:000000000-A5J1T:1:2119:16783:5938;sample=PMRS0161.MID13-14.P2.apr13;size=2;,DBLa0.4,8.2e-54
M00595:42:000000000-A5J1T:1:2112:21518:2416;sample=PMRS0113.MID08-11.P1.apr13;size=1;,DBLa0.15,7.7e-50
M00595:42:000000000-A5J1T:1:1102:19737:19266;sample=PMRS0206.MID16-18.P2.apr13;size=3;,DBLa0.3,5.2e-48
M00595:42:000000000-A5J1T:1:1119:18156:13455;sample=PMRS0194.MID16-16.P2.apr13;size=1;,DBLa1.8,1.5e-54
M00595:42:000000000-A5J1T:1:1113:3927:18740;sample=PMRS0541.MID34-36.P2.apr13;size=1;,DBLa0.1,4.2e-55
M00595:42:000000000-A5J1T:1:1105:12743:15258;sample=PMRS0345.MID24-24.P2.apr13;size=1;,DBLa0.1,5.6e-54
M00595:42:000000000-A5J1T:1:1115:18608:4975;sample=PMRS0357.MID25-25.P1.apr13;size=1;,DBLa0.9,9e-52
M00595:42:000000000-A5J1T:1:1108:5863:12594;sample=PMRS0480.MID32-32.P1.apr13;size=2;,DBLa0.3,3.4e-52
M00595:42:000000000-A5J1T:1:2103:7268:7773;sample=PMRS0179.MID14-16.P1.apr13;size=7;,DBLa0.20,9.5e-49
M00595:42:000000000-A5J1T:1:1109:18936:9654;sample=PMRS0506.MID33-35.P2.apr13;size=1;,DBLa0.11,1.1e-41
M00595:42:000000000-A5J1T:1:2106:15869:19181;sample=PMRS0100.MID07-08.P2.apr13;size=1;,DBLa0.9,8.6e-55
M00595:42:000000000-A5J1T:1:2104:25244:22477;sample=PMRS0193.MID16-16.P1.apr13;size=1;,DBLa0.4,1.8e-45
M00595:42:000000000-A5J1T:1:2108:19194:19688;sample=PMRS0373.MID25-26.P1.apr13;size=1;,DBLa0.11,4.3e-58
M00595:42:000000000-A5J1T:1:2103:8219:12214;sample=PMRS0279.MID21-22.P2.apr13;size=3;,DBLa0.4,5.7e-53
M00595:42:000000000-A5J1T:1:1109:12830:12767;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.22,9.7e-54
M00595:42:000000000-A5J1T:1:1106:13446:16451;sample=PMRS0386.MID26-26.P2.apr13;size=1;,DBLa1.2,5.6e-54
M00595:42:000000000-A5J1T:1:2104:4916:12464;sample=PMRS0438.MID29-31.P1.apr13;size=1;,DBLa1.2,7.1e-54
M00595:42:000000000-A5J1T:1:1116:20247:6267;sample=PMRS0045.MID03-05.P2.apr13;size=1;,DBLa0.12,6.3e-57
M00595:42:000000000-A5J1T:1:1107:27508:10975;sample=PMRS0118.MID10-10.P1.apr13;size=3;,DBLa0.19,1.6e-53
M00595:42:000000000-A5J1T:1:1112:14264:8553;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa0.1,1.4e-44
M00595:42:000000000-A5J1T:1:2112:12158:3249;sample=PMRS0222.MID18-18.P1.apr13;size=1;,DBLa0.9,1.1e-54
M00595:42:000000000-A5J1T:1:2108:19142:11972;sample=PMRS0378.MID25-27.P1.apr13;size=1;,DBLa0.11,1.5e-62
M00595:42:000000000-A5J1T:1:2112:7957:5265;sample=PMRS0393.MID26-28.P1.apr13;size=2;,DBLa0.8,1.6e-46
M00595:42:000000000-A5J1T:1:2109:19838:12525;sample=PMRS0384.MID26-26.P1.apr13;size=3;,DBLa0.15,4e-50
M00595:42:000000000-A5J1T:1:2117:17169:3002;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.1,1.2e-51
M00595:42:000000000-A5J1T:1:2111:26038:11993;sample=PMRS0138.MID10-13.P2.apr13;size=1;,DBLa0.1,2.7e-56
M00595:42:000000000-A5J1T:1:1113:14145:3280;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.12,3.2e-57
M00595:42:000000000-A5J1T:1:1104:22619:19721;sample=PMRS0236.MID19-19.P2.apr13;size=1;,DBLa1.2,2.4e-53
M00595:42:000000000-A5J1T:1:2102:19621:17340;sample=PMRS0143.MID11-11.P2.apr13;size=1;,DBLa0.13,5.9e-54
M00595:42:000000000-A5J1T:1:2113:22171:19997;sample=PMRS0184.MID15-16.P2.apr13;size=1;,DBLa0.23,1.9e-48
M00595:42:000000000-A5J1T:1:1109:12225:13144;sample=PMRS0051.MID04-05.P1.apr13;size=1;,DBLa0.12,8.6e-51
M00595:42:000000000-A5J1T:1:1110:19795:4152;sample=PMRS0373.MID25-26.P1.apr13;size=1;,DBLa2,7.1e-47
M00595:42:000000000-A5J1T:1:1119:10623:19716;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.24,1.2e-50
M00595:42:000000000-A5J1T:1:1107:21179:19836;sample=PMRS0236.MID19-19.P2.apr13;size=1;,DBLa0.8,3.1e-54
M00595:42:000000000-A5J1T:1:2118:19393:20675;sample=PMRS0236.MID19-19.P2.apr13;size=1;,DBLa0.23,1.7e-46
M00595:42:000000000-A5J1T:1:2109:22714:11414;sample=PMRS0181.MID15-15.P1.apr13;size=2;,DBLa0.8,2.2e-49
M00595:42:000000000-A5J1T:1:1116:25094:18935;sample=PMRS0453.MID30-32.P2.apr13;size=1;,DBLa0.21,3.8e-47
M00595:42:000000000-A5J1T:1:2119:13192:5608;sample=PMRS0279.MID21-22.P2.apr13;size=1;,DBLa0.19,2.1e-58
M00595:42:000000000-A5J1T:1:2110:22291:18162;sample=PMRS0079.MID05-07.P2.apr13;size=1;,DBLa0.12,4.6e-55
M00595:42:000000000-A5J1T:1:1102:24916:10603;sample=PMRS0412.MID27-29.P2.apr13;size=1;,DBLa0.8,2.8e-51
M00595:42:000000000-A5J1T:1:2114:20782:3582;sample=PMRS0486.MID32-33.P2.apr13;size=2;,DBLa0.9,4.6e-54
M00595:42:000000000-A5J1T:1:2111:23335:9612;sample=PMRS0491.MID32-34.P2.apr13;size=1;,DBLa0.5,3.3e-54
M00595:42:000000000-A5J1T:1:1104:12639:17835;sample=PMRS0389.MID26-27.P1.apr13;size=2;,DBLa0.19,3.4e-60
M00595:42:000000000-A5J1T:1:1105:16039:24152;sample=PMRS0020.MID02-04.P1.apr13;size=1;,DBLa0.21,7e-50
M00595:42:000000000-A5J1T:1:1115:16303:9316;sample=PMRS0065.MID04-06.P2.apr13;size=1;,DBLa0.11,8.9e-50
M00595:42:000000000-A5J1T:1:1106:22942:12482;sample=PMRS0394.MID26-28.P2.apr13;size=1;,DBLa0.3,9e-53
M00595:42:000000000-A5J1T:1:2114:17585:12578;sample=PMRS0506.MID33-35.P2.apr13;size=1;,DBLa0.18,1.3e-47
M00595:42:000000000-A5J1T:1:1101:8571:20641;sample=PMRS0318.MID23-24.P2.apr13;size=1;,DBLa0.8,6.4e-56
M00595:42:000000000-A5J1T:1:2119:13660:17058;sample=PMRS0345.MID24-24.P2.apr13;size=1;,DBLa0.12,5.3e-52
M00595:42:000000000-A5J1T:1:1106:17768:9344;sample=PMRS0121.MID10-10.P2.apr13;size=1;,DBLa0.1,1.7e-55
M00595:42:000000000-A5J1T:1:1102:10297:10129;sample=PMRS0453.MID30-32.P2.apr13;size=1;,DBLa0.18,4.3e-46
