"otu","num_isolates","domain","e-value","type"
"M00595:42:000000000-A5J1T:1:2111:26587:9477",10,"DBLa0.24",1.7e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2111:26791:13643",5,"DBLa0.8",4.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2111:27099:9252",5,"DBLa0.3",9.2e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2111:27709:13881",2,"DBLa0.1",3.9e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2111:28364:8390",4,"DBLa0.6",1e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2111:28982:11973",3,"DBLa0.1",1.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4236:12475",2,"DBLa0.24",5.1e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4308:8657",2,"DBLa0.20",9e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4402:12590",2,"DBLa0.13",1.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4430:9758",3,"DBLa0.10",1.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4526:6613",3,"DBLa0.8",3.8e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4610:7399",2,"DBLa0.1",3.2e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4776:4808",2,"DBLa0.8",4.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4776:7524",2,"DBLa0.23",2.7e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4787:16642",8,"DBLa0.11",1e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2111:4787:19706",6,"DBLa1.7",9.1e-57,"A"
"M00595:42:000000000-A5J1T:1:2111:4913:19651",4,"DBLa0.9",1.4e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2111:5019:14500",2,"DBLa0.3",1.1e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2111:5183:18963",2,"DBLa0.8",4.6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2111:5286:13494",8,"DBLa0.7",2.3e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2111:5935:20850",2,"DBLa0.11",2.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2111:6033:4099",4,"DBLa1.8",2.1e-57,"A"
"M00595:42:000000000-A5J1T:1:2111:6045:17075",2,"DBLa0.1",2.5e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2111:6553:9709",6,"DBLa0.20",1.4e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2111:6636:8902",2,"DBLa0.9",1.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2111:6742:11334",2,"DBLa1.2",7.3e-55,"A"
"M00595:42:000000000-A5J1T:1:2111:7398:5448",53,"DBLa0.7",1.7e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2111:7407:24223",7,"DBLa1.4",1.1e-47,"A"
"M00595:42:000000000-A5J1T:1:2111:7563:5150",2,"DBLa0.13",8.1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2111:8119:13540",5,"DBLa0.8",6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2111:8410:13205",2,"DBLa0.12",6.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2111:8424:2010",3,"DBLa0.5",5.7e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2111:8869:17867",5,"DBLa0.1",1.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2111:8926:12040",3,"DBLa0.16",2.6e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2111:8974:18418",4,"DBLa0.8",1.9e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9210:5681",9,"DBLa1.8",1.6e-55,"A"
"M00595:42:000000000-A5J1T:1:2111:9297:10731",6,"DBLa0.12",2.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9344:11429",2,"DBLa0.5",8.8e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9399:3588",2,"DBLa0.23",1.1e-37,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9434:16480",2,"DBLa0.4",3.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9472:13527",3,"DBLa0.12",5.3e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9492:3267",13,"DBLa0.20",4.4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9678:3503",2,"DBLa0.11",1.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9697:12720",3,"DBLa0.18",5.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9914:13943",3,"DBLa0.1",5.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9929:5647",3,"DBLa1.2",2.2e-51,"A"
"M00595:42:000000000-A5J1T:1:2111:9935:21376",3,"DBLa0.23",2.6e-45,"B/C"
"M00595:42:000000000-A5J1T:1:2111:9963:5287",2,"DBLa0.8",3.4e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10053:4338",2,"DBLa1.4",2.1e-47,"A"
"M00595:42:000000000-A5J1T:1:2112:10182:10722",3,"DBLa0.5",9.7e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10483:18201",2,"DBLa0.9",9.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10573:16154",2,"DBLa1.8",8.9e-53,"A"
"M00595:42:000000000-A5J1T:1:2112:10639:5361",2,"DBLa0.11",2.4e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10650:18708",2,"DBLa0.9",6.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10699:14758",2,"DBLa0.5",3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10751:24554",2,"DBLa0.5",9.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10764:19113",3,"DBLa0.1",1.7e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2112:10914:10302",3,"DBLa0.8",1.6e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11160:3671",2,"DBLa0.1",1.2e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11339:24273",2,"DBLa0.1",1.3e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11355:9162",3,"DBLa2",2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11366:12301",3,"DBLa1.2",5.9e-53,"A"
"M00595:42:000000000-A5J1T:1:2112:11399:2970",3,"DBLa0.23",2.8e-42,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11462:8954",2,"DBLa0.10",8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11660:3335",7,"DBLa0.1",2.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11783:4841",3,"DBLa0.22",3.1e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:11844:20648",2,"DBLa0.1",6.3e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12012:9290",4,"DBLa0.18",5.2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12121:20365",4,"DBLa0.10",5.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12311:10238",7,"DBLa0.23",1.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12455:2572",3,"DBLa0.11",3.9e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12526:2267",3,"DBLa0.3",2e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12600:4443",2,"DBLa0.5",1.5e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12702:14346",2,"DBLa0.24",2.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:12722:15946",12,"DBLa1.2",5.2e-50,"A"
"M00595:42:000000000-A5J1T:1:2112:12901:16097",3,"DBLa1.8",1.9e-58,"A"
"M00595:42:000000000-A5J1T:1:2112:12942:20131",3,"DBLa2",1.5e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13016:7831",2,"DBLa0.1",7.8e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13143:5305",10,"DBLa0.21",5.4e-67,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13229:8034",2,"DBLa0.1",2e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13410:5324",3,"DBLa0.11",5.3e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13454:14921",2,"DBLa0.11",6.9e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13463:10205",2,"DBLa0.17",2.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13525:19658",4,"DBLa0.21",1.3e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13551:7748",2,"DBLa0.9",1.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13681:20040",5,"DBLa0.24",9.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:13749:3585",4,"DBLa1.8",6.5e-54,"A"
"M00595:42:000000000-A5J1T:1:2112:13844:20208",2,"DBLa0.12",6.2e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14000:4935",3,"DBLa0.19",1.5e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14087:13702",88,"DBLa0.4",7.4e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14258:7502",2,"DBLa0.5",9.8e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14271:19807",6,"DBLa1.5",5.1e-53,"A"
"M00595:42:000000000-A5J1T:1:2112:14274:2981",2,"DBLa0.11",1.2e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14324:15166",2,"DBLa0.5",7.6e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14357:15557",10,"DBLa0.15",1.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14418:14459",5,"DBLa0.1",5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14446:3486",2,"DBLa0.23",2.4e-43,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14646:19501",2,"DBLa0.1",4.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14919:19243",4,"DBLa0.1",1.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14950:6198",3,"DBLa0.15",1.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14969:18277",2,"DBLa0.11",5.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:14971:6894",2,"DBLa0.9",2.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:15202:16668",4,"DBLa0.8",7.6e-39,"B/C"
"M00595:42:000000000-A5J1T:1:2112:15544:21519",2,"DBLa0.8",1.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:15726:13113",4,"DBLa0.3",7.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:15751:15969",4,"DBLa0.11",3.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2112:15893:11530",16,"DBLa0.11",2.4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:16044:16237",2,"DBLa0.2",1.7e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2112:16109:15526",2,"DBLa0.8",1.4e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:16235:7055",2,"DBLa0.11",6.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:16302:18564",5,"DBLa1.4",4.1e-44,"A"
"M00595:42:000000000-A5J1T:1:2112:16473:16637",4,"DBLa0.12",5.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:16687:19884",3,"DBLa1.2",2.1e-56,"A"
"M00595:42:000000000-A5J1T:1:2112:16861:14174",2,"DBLa0.9",1.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17066:6968",5,"DBLa0.3",9.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17282:20940",2,"DBLa0.18",9.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17303:17420",2,"DBLa0.9",2.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17410:22154",4,"DBLa1.6",6.2e-49,"A"
"M00595:42:000000000-A5J1T:1:2112:17414:5384",4,"DBLa0.11",1.2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17433:18789",2,"DBLa0.23",1.1e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17437:11748",2,"DBLa0.1",7.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17460:7473",4,"DBLa0.23",1.8e-43,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17547:5146",2,"DBLa0.5",1.5e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17584:22466",2,"DBLa0.18",1.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17766:17325",2,"DBLa0.1",5e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17890:6512",2,"DBLa0.13",8.9e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17934:19330",2,"DBLa0.7",3.9e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:17978:9284",2,"DBLa0.8",5.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:18070:15433",11,"DBLa1.4",4.5e-51,"A"
"M00595:42:000000000-A5J1T:1:2112:18255:4308",2,"DBLa0.24",2.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:18457:17581",2,"DBLa0.11",3.8e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:18511:4490",2,"DBLa0.17",1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:18765:16621",3,"DBLa0.2",6.2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:18803:3846",6,"DBLa1.2",4e-50,"A"
"M00595:42:000000000-A5J1T:1:2112:18824:23640",2,"DBLa0.6",2.2e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:18885:15086",2,"DBLa0.5",1.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:18899:19198",2,"DBLa0.7",6.9e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19079:20089",6,"DBLa0.13",1.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19110:24013",2,"DBLa0.1",5.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19205:15164",7,"DBLa0.4",9e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19398:8876",2,"DBLa0.8",3.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19448:22102",3,"DBLa0.1",1.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19521:23555",2,"DBLa0.1",6e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19550:13687",2,"DBLa0.13",3.9e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19617:5905",2,"DBLa0.9",2.9e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19652:19193",2,"DBLa0.19",1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:19951:14873",2,"DBLa0.8",5.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:20094:18480",7,"DBLa1.8",1.1e-58,"A"
"M00595:42:000000000-A5J1T:1:2112:20111:18153",2,"DBLa0.20",2.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:20327:19304",2,"DBLa0.1",1.3e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:20329:20613",4,"DBLa0.12",5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:20374:5104",4,"DBLa0.3",1.3e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2112:20387:11086",2,"DBLa0.24",2.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2112:20526:7438",3,"DBLa0.11",7.9e-62,"B/C"
"M00595:42:000000000-A5J1T:1:2112:20879:5919",2,"DBLa0.12",6.4e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2112:21020:19636",3,"DBLa0.5",1.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:21089:15162",3,"DBLa0.21",2.4e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:21274:7647",6,"DBLa0.5",1.6e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:21365:9810",4,"DBLa0.3",6.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:21505:10094",14,"DBLa0.1",2.8e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2112:21533:12007",2,"DBLa0.9",3.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:21920:8926",3,"DBLa0.1",2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22083:9747",5,"DBLa0.6",5.4e-41,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22299:12555",2,"DBLa1.8",5.6e-52,"A"
"M00595:42:000000000-A5J1T:1:2112:22304:14876",9,"DBLa1.8",6.5e-51,"A"
"M00595:42:000000000-A5J1T:1:2112:22320:15948",3,"DBLa0.15",3.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22458:11470",2,"DBLa0.12",6.2e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22545:5604",2,"DBLa0.5",1.5e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22554:3709",2,"DBLa0.1",8e-61,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22653:8901",3,"DBLa0.18",7.8e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22827:9970",2,"DBLa0.1",1.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22851:4315",2,"DBLa0.9",2.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2112:22953:13139",9,"DBLa0.4",1.3e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2112:23071:13686",2,"DBLa0.5",3.9e-62,"B/C"
"M00595:42:000000000-A5J1T:1:2112:23276:7411",7,"DBLa0.15",1.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:23413:6303",2,"DBLa0.3",2.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:23542:7288",2,"DBLa0.9",3.5e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:24275:11027",2,"DBLa0.10",6.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2112:24304:7709",4,"DBLa0.8",4.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:24635:9938",2,"DBLa0.5",2.4e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:24852:14725",4,"DBLa0.8",2.4e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:24989:15637",7,"DBLa0.1",1.4e-45,"B/C"
"M00595:42:000000000-A5J1T:1:2112:25048:15371",9,"DBLa1.7",1.7e-50,"A"
"M00595:42:000000000-A5J1T:1:2112:25319:3190",2,"DBLa0.1",2.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:25562:12914",2,"DBLa0.1",9.3e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2112:25573:15769",3,"DBLa0.23",1.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:25664:18992",3,"DBLa1.8",1.2e-53,"A"
"M00595:42:000000000-A5J1T:1:2112:26103:19826",4,"DBLa0.3",8e-42,"B/C"
"M00595:42:000000000-A5J1T:1:2112:26177:17032",2,"DBLa0.1",6.9e-62,"B/C"
"M00595:42:000000000-A5J1T:1:2112:26705:10453",2,"DBLa0.9",3.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:27233:16028",2,"DBLa0.4",8.9e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2112:27479:6442",3,"DBLa0.3",5.8e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:27503:14415",2,"DBLa0.8",2.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:27843:10039",2,"DBLa0.3",8.9e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2112:4893:17588",2,"DBLa0.13",4.8e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2112:5150:17040",2,"DBLa0.5",1.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2112:5209:16804",2,"DBLa0.5",5.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:5773:12544",2,"DBLa1.8",4.3e-57,"A"
"M00595:42:000000000-A5J1T:1:2112:5923:16398",2,"DBLa0.8",5.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:5942:22807",2,"DBLa0.3",8.4e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:6518:19410",2,"DBLa0.5",1.9e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2112:6542:12031",2,"DBLa0.1",2.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2112:6837:7820",2,"DBLa0.12",1.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:7460:12595",6,"DBLa0.12",7.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:7617:7525",2,"DBLa0.8",1.1e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:7872:19925",2,"DBLa1.8",2e-56,"A"
"M00595:42:000000000-A5J1T:1:2112:7896:16931",2,"DBLa0.11",6.4e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2112:7957:5265",2,"DBLa0.8",1.6e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8055:20803",3,"DBLa0.11",6.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8090:6186",5,"DBLa0.8",5.8e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8159:7879",2,"DBLa0.13",8e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8237:11406",2,"DBLa0.3",3.2e-41,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8275:23434",5,"DBLa0.13",2.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8304:15751",2,"DBLa0.1",4.7e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8400:17541",3,"DBLa0.4",2e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8508:17043",2,"DBLa0.24",2.2e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8631:16815",11,"DBLa1.2",1.6e-47,"A"
"M00595:42:000000000-A5J1T:1:2112:8649:12633",2,"DBLa0.1",3.5e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8696:12266",2,"DBLa0.19",2.9e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2112:8754:15855",2,"DBLa1.4",3.5e-46,"A"
"M00595:42:000000000-A5J1T:1:2112:8848:4132",2,"DBLa0.11",2.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2112:9073:2743",2,"DBLa0.1",6.5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2112:9124:13828",3,"DBLa0.11",1.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2112:9447:5530",2,"DBLa0.9",2.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2112:9622:10404",3,"DBLa0.15",6.9e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2113:10002:5472",2,"DBLa0.12",2.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2113:10109:22521",2,"DBLa0.5",2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2113:10647:5230",3,"DBLa0.1",2.9e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2113:10801:5778",3,"DBLa0.1",6.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2113:10925:6905",4,"DBLa0.1",1.2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2113:11080:21198",2,"DBLa1.2",7.3e-54,"A"
"M00595:42:000000000-A5J1T:1:2113:11168:15547",2,"DBLa0.20",1.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2113:11264:4587",2,"DBLa0.1",2.2e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2113:11613:7001",2,"DBLa0.8",8.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2113:11695:4175",2,"DBLa1.8",1.5e-53,"A"
"M00595:42:000000000-A5J1T:1:2113:11728:17463",4,"DBLa0.12",1.9e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2113:11728:24424",9,"DBLa1.5",1.2e-52,"A"
"M00595:42:000000000-A5J1T:1:2113:11921:4377",5,"DBLa1.8",1.4e-50,"A"
"M00595:42:000000000-A5J1T:1:2113:12123:7365",5,"DBLa0.4",6.2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2113:12170:8335",4,"DBLa0.5",4.5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2113:12386:13557",3,"DBLa0.11",9.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2113:12677:7230",2,"DBLa0.11",6.4e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2113:12789:18249",2,"DBLa0.5",3.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2113:12921:21116",2,"DBLa0.12",1.2e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13162:3997",2,"DBLa0.12",4.3e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13265:9742",4,"DBLa1.7",7.9e-55,"A"
"M00595:42:000000000-A5J1T:1:2113:13399:2719",4,"DBLa0.12",4.3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13410:17401",2,"DBLa0.1",5.8e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13513:17114",2,"DBLa0.11",3.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13654:16556",2,"DBLa0.1",9.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13661:10296",2,"DBLa0.7",7.3e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13696:10784",2,"DBLa0.18",4.4e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13856:21179",5,"DBLa0.4",2.3e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2113:13991:16548",9,"DBLa1.8",6e-56,"A"
"M00595:42:000000000-A5J1T:1:2113:14186:9463",2,"DBLa0.13",3.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2113:14404:17713",2,"DBLa0.9",1.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2113:14694:10754",3,"DBLa0.1",1.2e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2113:14866:7204",2,"DBLa0.5",2.8e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15056:3654",2,"DBLa0.8",4.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15075:8697",2,"DBLa0.5",1.4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15127:2180",4,"DBLa1.8",3.4e-57,"A"
"M00595:42:000000000-A5J1T:1:2113:15246:12094",2,"DBLa0.11",1.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15296:19570",5,"DBLa0.23",2.7e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15305:6685",2,"DBLa0.24",4e-43,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15482:13855",2,"DBLa0.1",7.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15787:12877",2,"DBLa0.24",5.2e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2113:15878:23390",2,"DBLa0.1",1.2e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2113:16031:5973",2,"DBLa1.8",6.7e-57,"A"
"M00595:42:000000000-A5J1T:1:2113:16393:6168",2,"DBLa0.17",2.5e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2113:16485:4747",4,"DBLa0.8",3.2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2113:16485:5645",2,"DBLa0.18",6.4e-53,"B/C"
